Date,Open,High,Low,Close
12/30/2016,"2,251.61","2,253.58","2,233.62","2,238.83"
12/29/2016,"2,249.50","2,254.51","2,244.56","2,249.26"
12/28/2016,"2,270.23","2,271.31","2,249.11","2,249.92"
12/27/2016,"2,266.23","2,273.82","2,266.15","2,268.88"
12/23/2016,"2,260.25","2,263.79","2,258.84","2,263.79"
12/22/2016,"2,262.93","2,263.18","2,256.08","2,260.96"
12/21/2016,"2,270.54","2,271.23","2,265.15","2,265.18"
12/20/2016,"2,266.50","2,272.56","2,266.14","2,270.76"
12/19/2016,"2,259.24","2,267.47","2,258.21","2,262.53"
12/16/2016,"2,266.81","2,268.05","2,254.24","2,258.07"
12/15/2016,"2,253.77","2,272.12","2,253.77","2,262.03"
12/14/2016,"2,268.35","2,276.20","2,248.44","2,253.28"
12/13/2016,"2,263.32","2,277.53","2,263.32","2,271.72"
12/12/2016,"2,258.83","2,264.03","2,252.37","2,256.96"
12/09/2016,"2,249.73","2,259.80","2,249.23","2,259.53"
12/08/2016,"2,241.13","2,251.69","2,237.57","2,246.19"
12/07/2016,"2,210.72","2,241.63","2,208.93","2,241.35"
12/06/2016,"2,207.26","2,212.78","2,202.21","2,212.23"
12/05/2016,"2,200.65","2,209.42","2,199.97","2,204.71"
12/02/2016,"2,191.12","2,197.95","2,188.37","2,191.95"
12/01/2016,"2,200.17","2,202.60","2,187.44","2,191.08"
11/30/2016,"2,204.97","2,214.10","2,198.81","2,198.81"
11/29/2016,"2,200.76","2,210.46","2,198.15","2,204.66"
11/28/2016,"2,210.21","2,211.14","2,200.36","2,201.72"
11/25/2016,"2,206.27","2,213.35","2,206.27","2,213.35"
11/23/2016,"2,198.55","2,204.72","2,194.51","2,204.72"
11/22/2016,"2,201.56","2,204.80","2,194.51","2,202.94"
11/21/2016,"2,186.43","2,198.70","2,186.43","2,198.18"
11/18/2016,"2,186.85","2,189.89","2,180.38","2,181.90"
11/17/2016,"2,178.61","2,188.06","2,176.65","2,187.12"
11/16/2016,"2,177.53","2,179.22","2,172.20","2,176.94"
11/15/2016,"2,168.29","2,180.84","2,166.38","2,180.39"
11/14/2016,"2,165.64","2,171.36","2,156.08","2,164.20"
11/11/2016,"2,162.71","2,165.92","2,152.49","2,164.45"
11/10/2016,"2,167.49","2,182.30","2,151.17","2,167.48"
11/09/2016,"2,131.56","2,170.10","2,125.35","2,163.26"
11/08/2016,"2,129.92","2,146.87","2,123.56","2,139.56"
11/07/2016,"2,100.59","2,132.00","2,100.59","2,131.52"
11/04/2016,"2,083.79","2,099.07","2,083.79","2,085.18"
11/03/2016,"2,098.80","2,102.56","2,085.23","2,088.66"
11/02/2016,"2,109.43","2,111.76","2,094.00","2,097.94"
11/01/2016,"2,128.68","2,131.45","2,097.85","2,111.72"
10/31/2016,"2,129.78","2,133.25","2,125.53","2,126.15"
10/28/2016,"2,132.23","2,140.72","2,119.36","2,126.41"
10/27/2016,"2,144.06","2,147.13","2,132.52","2,133.04"
10/26/2016,"2,136.97","2,145.73","2,131.59","2,139.43"
10/25/2016,"2,149.72","2,151.44","2,141.93","2,143.16"
10/24/2016,"2,148.50","2,154.79","2,146.91","2,151.33"
10/21/2016,"2,139.43","2,142.63","2,130.09","2,141.16"
10/20/2016,"2,142.51","2,147.18","2,133.44","2,141.34"
10/19/2016,"2,140.81","2,148.44","2,138.15","2,144.29"
10/18/2016,"2,138.31","2,144.38","2,135.49","2,139.60"
10/17/2016,"2,132.95","2,135.61","2,124.43","2,126.50"
10/14/2016,"2,139.68","2,149.19","2,132.98","2,132.98"
10/13/2016,"2,130.26","2,138.19","2,114.74","2,132.55"
10/12/2016,"2,137.67","2,145.36","2,132.77","2,139.18"
10/11/2016,"2,161.35","2,161.56","2,128.84","2,136.73"
10/10/2016,"2,160.39","2,169.60","2,160.39","2,163.66"
10/07/2016,"2,164.19","2,165.86","2,144.85","2,153.74"
10/06/2016,"2,158.22","2,162.93","2,150.28","2,160.77"
10/05/2016,"2,155.15","2,163.95","2,155.15","2,159.73"
10/04/2016,"2,163.37","2,165.46","2,144.01","2,150.49"
10/03/2016,"2,164.33","2,164.41","2,154.77","2,161.20"
09/30/2016,"2,156.51","2,175.30","2,156.51","2,168.27"
09/29/2016,"2,168.90","2,172.67","2,145.20","2,151.13"
09/28/2016,"2,161.85","2,172.40","2,151.79","2,171.37"
09/27/2016,"2,146.04","2,161.13","2,141.55","2,159.93"
09/26/2016,"2,158.54","2,158.54","2,145.04","2,146.10"
09/23/2016,"2,173.29","2,173.75","2,163.97","2,164.69"
09/22/2016,"2,170.94","2,179.99","2,170.94","2,177.18"
09/21/2016,"2,144.58","2,165.11","2,139.57","2,163.12"
09/20/2016,"2,145.94","2,150.80","2,139.17","2,139.76"
09/19/2016,"2,143.99","2,153.61","2,135.91","2,139.12"
09/16/2016,"2,146.48","2,146.48","2,131.20","2,139.16"
09/15/2016,"2,125.36","2,151.31","2,122.36","2,147.26"
09/14/2016,"2,127.86","2,141.33","2,119.90","2,125.77"
09/13/2016,"2,150.47","2,150.47","2,120.27","2,127.02"
09/12/2016,"2,120.86","2,163.30","2,119.12","2,159.04"
09/09/2016,"2,169.08","2,169.08","2,127.81","2,127.81"
09/08/2016,"2,182.76","2,184.94","2,177.49","2,181.30"
09/07/2016,"2,185.17","2,187.87","2,179.07","2,186.16"
09/06/2016,"2,181.61","2,186.57","2,175.10","2,186.48"
09/02/2016,"2,177.49","2,184.87","2,173.59","2,179.98"
09/01/2016,"2,171.33","2,173.56","2,157.09","2,170.86"
08/31/2016,"2,173.56","2,173.79","2,161.35","2,170.95"
08/30/2016,"2,179.45","2,182.27","2,170.41","2,176.12"
08/29/2016,"2,170.19","2,183.48","2,170.19","2,180.38"
08/26/2016,"2,175.10","2,187.94","2,160.39","2,169.04"
08/25/2016,"2,173.29","2,179.00","2,169.74","2,172.47"
08/24/2016,"2,185.09","2,186.66","2,171.25","2,175.44"
08/23/2016,"2,187.81","2,193.42","2,186.80","2,186.90"
08/22/2016,"2,181.58","2,185.15","2,175.96","2,182.64"
08/19/2016,"2,184.24","2,185.00","2,175.13","2,183.87"
08/18/2016,"2,181.90","2,187.03","2,180.46","2,187.02"
08/17/2016,"2,177.84","2,183.08","2,168.50","2,182.22"
08/16/2016,"2,186.24","2,186.24","2,178.14","2,178.15"
08/15/2016,"2,186.08","2,193.81","2,186.08","2,190.15"
08/12/2016,"2,183.74","2,186.28","2,179.42","2,184.05"
08/11/2016,"2,177.97","2,188.45","2,177.97","2,185.79"
08/10/2016,"2,182.81","2,183.41","2,172.00","2,175.49"
08/09/2016,"2,182.24","2,187.66","2,178.61","2,181.74"
08/08/2016,"2,183.76","2,185.44","2,177.85","2,180.89"
08/05/2016,"2,168.79","2,182.87","2,168.79","2,182.87"
08/04/2016,"2,163.51","2,168.19","2,159.07","2,164.25"
08/03/2016,"2,156.81","2,163.79","2,152.56","2,163.79"
08/02/2016,"2,169.94","2,170.20","2,147.58","2,157.03"
08/01/2016,"2,173.15","2,178.29","2,166.21","2,170.84"
07/29/2016,"2,168.83","2,177.09","2,163.49","2,173.60"
07/28/2016,"2,166.05","2,172.85","2,159.74","2,170.06"
07/27/2016,"2,169.81","2,174.98","2,159.07","2,166.58"
07/26/2016,"2,168.97","2,173.54","2,160.18","2,169.18"
07/25/2016,"2,173.71","2,173.71","2,161.95","2,168.48"
07/22/2016,"2,166.47","2,175.11","2,163.24","2,175.03"
07/21/2016,"2,172.91","2,174.56","2,159.75","2,165.17"
07/20/2016,"2,166.10","2,175.63","2,164.89","2,173.02"
07/19/2016,"2,163.79","2,164.63","2,159.01","2,163.78"
07/18/2016,"2,162.04","2,168.35","2,159.63","2,166.89"
07/15/2016,"2,165.13","2,169.05","2,155.79","2,161.74"
07/14/2016,"2,157.88","2,168.99","2,157.88","2,163.75"
07/13/2016,"2,153.81","2,156.45","2,146.21","2,152.43"
07/12/2016,"2,139.50","2,155.40","2,139.50","2,152.14"
07/11/2016,"2,131.72","2,143.16","2,131.72","2,137.16"
07/08/2016,"2,106.97","2,131.71","2,106.97","2,129.90"
07/07/2016,"2,100.42","2,109.08","2,089.39","2,097.90"
07/06/2016,"2,084.43","2,100.72","2,074.02","2,099.73"
07/05/2016,"2,095.05","2,095.05","2,080.86","2,088.55"
07/01/2016,"2,099.34","2,108.71","2,097.90","2,102.95"
06/30/2016,"2,073.17","2,098.94","2,070.00","2,098.86"
06/29/2016,"2,042.69","2,073.13","2,042.69","2,070.77"
06/28/2016,"2,006.67","2,036.09","2,006.67","2,036.09"
06/27/2016,"2,031.45","2,031.45","1,991.68","2,000.54"
06/24/2016,"2,103.81","2,103.81","2,032.57","2,037.41"
06/23/2016,"2,092.80","2,113.32","2,092.80","2,113.32"
06/22/2016,"2,089.75","2,099.71","2,084.36","2,085.45"
06/21/2016,"2,085.19","2,093.66","2,083.02","2,088.90"
06/20/2016,"2,075.58","2,100.66","2,075.58","2,083.25"
06/17/2016,"2,078.20","2,078.20","2,062.84","2,071.22"
06/16/2016,"2,066.36","2,079.62","2,050.37","2,077.99"
06/15/2016,"2,077.60","2,085.65","2,069.80","2,071.50"
06/14/2016,"2,076.65","2,081.30","2,064.10","2,075.32"
06/13/2016,"2,091.75","2,098.12","2,078.46","2,079.06"
06/10/2016,"2,109.57","2,109.57","2,089.96","2,096.07"
06/09/2016,"2,115.65","2,117.64","2,107.73","2,115.48"
06/08/2016,"2,112.71","2,120.55","2,112.71","2,119.12"
06/07/2016,"2,110.18","2,119.22","2,110.18","2,112.13"
06/06/2016,"2,100.83","2,113.36","2,100.83","2,109.41"
06/03/2016,"2,104.07","2,104.07","2,085.36","2,099.13"
06/02/2016,"2,097.71","2,105.26","2,088.59","2,105.26"
06/01/2016,"2,093.94","2,100.97","2,085.10","2,099.33"
05/31/2016,"2,100.13","2,103.48","2,088.66","2,096.96"
05/27/2016,"2,090.06","2,099.06","2,090.06","2,099.06"
05/26/2016,"2,091.44","2,094.30","2,087.08","2,090.10"
05/25/2016,"2,078.93","2,094.73","2,078.93","2,090.54"
05/24/2016,"2,052.65","2,079.67","2,052.65","2,076.06"
05/23/2016,"2,052.23","2,055.58","2,047.26","2,048.04"
05/20/2016,"2,041.88","2,058.35","2,041.88","2,052.32"
05/19/2016,"2,044.21","2,044.21","2,025.91","2,040.04"
05/18/2016,"2,044.38","2,060.61","2,034.49","2,047.63"
